Date,USD,EUR,JPY,GBP,CAD,CHF,INR,CNY,TRY,SAR,IDR,AED,THB,VND,EGP,KRW,RUB,ZAR,AUD
8/20/2013,"1,372.50","1,022.70","133,558.00",875.5,"1,424.50","1,259.80","86,892.00","8,406.00","2,675.30","5,147.20","14,724,180.00","5,041.20","43,397.10","28,950,142.50","9,593.20","1,535,470.70","45,195.70","13,932.10","1,510.40"
8/21/2013,"1,363.00","1,019.10","133,042.40",868.7,"1,423.90","1,254.50","88,131.60","8,346.20","2,686.60","5,111.50","14,979,370.00","5,006.40","43,384.30","28,772,930.00","9,526.30","1,525,619.50","45,125.90","13,951.40","1,509.80"
8/22/2013,"1,375.50","1,029.70","135,500.50",882.4,"1,446.80","1,270.30","88,554.70","8,419.60","2,730.50","5,158.40","15,288,682.50","5,052.40","44,038.00","29,040,931.50","9,611.20","1,540,890.10","45,451.80","14,114.70","1,523.10"
8/23/2013,"1,377.50","1,029.00","136,000.60",884.8,"1,448.40","1,269.00","88,469.90","8,431.70","2,744.50","5,166.00","15,174,540.00","5,059.70","43,909.20","29,090,045.00","9,629.40","1,534,617.70","45,464.10","14,077.40","1,524.80"
8/26/2013,"1,377.50","1,029.00","136,000.60",884.8,"1,448.40","1,269.00","88,469.90","8,431.70","2,744.50","5,166.00","15,174,540.00","5,059.70","43,909.20","29,090,045.00","9,629.40","1,534,617.70","45,464.10","14,077.40","1,524.80"
8/27/2013,"1,419.30","1,060.10","138,007.90",913.4,"1,489.50","1,303.40","95,345.20","8,688.20","2,889.20","5,322.90","16,091,456.50","5,212.90","45,671.50","29,980,237.00","9,906.20","1,586,593.80","47,049.60","14,777.40","1,582.40"
8/28/2013,"1,419.50","1,064.70","138,628.40",914.5,"1,489.10","1,308.50","95,645.90","8,687.60","2,904.70","5,324.30","15,841,620.00","5,213.80","45,675.30","29,965,645.00","9,915.60","1,581,919.20","47,090.80","14,661.30","1,586.90"
8/29/2013,"1,407.80","1,063.30","138,466.30",908.5,"1,481.70","1,310.50","94,530.40","8,616.10","2,852.70","5,279.90","15,513,405.00","5,170.80","45,242.30","29,728,864.50","9,831.60","1,566,065.60","46,748.00","14,555.20","1,576.60"
8/30/2013,"1,394.80","1,056.30","136,978.40",901.2,"1,468.40","1,298.70","92,918.30","8,535.20","2,846.00","5,231.20","15,774,622.50","5,122.90","44,827.30","29,443,172.50","9,747.20","1,547,684.30","46,429.60","14,314.50","1,566.40"
9/2/2013,"1,392.30","1,055.10","138,334.00",896.3,"1,468.80","1,300.90","91,901.50","8,520.00","2,813.50","5,221.80","15,783,938.30","5,113.90","44,591.00","29,390,397.50","9,728.40","1,528,203.20","46,452.60","14,265.00","1,552.80"
9/3/2013,"1,399.50","1,062.60","139,110.30",900.1,"1,475.40","1,310.40","95,690.80","8,565.80","2,885.80","5,249.00","16,042,468.50","5,140.50","45,002.30","29,543,445.00","9,773.60","1,542,389.00","46,908.20","14,462.70","1,548.10"
9/4/2013,"1,390.00","1,052.30","138,555.20",889.4,"1,458.30","1,300.80","92,018.00","8,506.90","2,855.30","5,213.30","15,866,850.00","5,105.50","44,720.50","29,391,550.00","9,600.20","1,516,851.40","46,314.00","14,206.60","1,515.70"
9/5/2013,"1,385.00","1,055.10","138,555.40",888.1,"1,454.80","1,306.80","91,785.30","8,476.10","2,867.50","5,194.60","16,114,475.00","5,087.20","44,734.10","29,258,125.00","9,562.70","1,520,217.60","46,298.50","14,198.90","1,517.30"
9/6/2013,"1,387.00","1,053.60","137,368.50",887.6,"1,442.50","1,301.70","90,528.10","8,489.10","2,842.70","5,202.10","15,985,175.00","5,094.50","44,851.40","29,279,570.00","9,579.30","1,512,967.30","46,201.40","13,884.60","1,508.40"
9/9/2013,"1,390.00","1,048.40","138,444.00",885.1,"1,441.30","1,295.20","90,723.90","8,508.20","2,816.00","5,213.30","15,797,350.00","5,105.50","44,609.30","29,335,950.00","9,594.60","1,507,496.70","46,084.80","13,863.70","1,506.30"
9/10/2013,"1,358.30","1,024.30","136,286.80",863.4,"1,405.40","1,269.70","86,494.70","8,312.50","2,735.80","5,094.50","15,402,555.00","4,988.90","43,631.10","28,644,134.30","9,364.70","1,475,534.90","44,788.40","13,595.70","1,460.60"
9/11/2013,"1,363.80","1,025.30","136,456.80",862.5,"1,408.90","1,269.40","86,469.90","8,344.10","2,752.20","5,114.60","15,403,556.30","5,009.10","43,525.50","28,795,581.30","9,403.10","1,477,568.60","44,737.80","13,487.20","1,464.00"
9/12/2013,"1,328.00",997.7,"131,684.50",839.8,"1,371.00","1,234.20","84,401.00","8,124.70","2,690.10","4,980.70","14,674,400.00","4,877.90","42,017.90","28,000,880.00","9,157.90","1,438,874.70","43,353.20","13,214.30","1,432.90"
9/13/2013,"1,318.50",992.2,"130,966.60",831,"1,363.30","1,226.90","83,474.20","8,067.60","2,678.70","4,945.30","14,721,052.50","4,842.90","41,995.50","27,833,535.00","9,089.90","1,431,970.10","42,809.70","13,110.40","1,426.50"
9/16/2013,"1,324.00",992.6,"131,142.20",831.9,"1,366.90","1,227.10","83,345.80","8,103.30","2,647.20","4,965.50","14,736,120.00","4,863.10","41,937.70","27,929,780.00","9,131.60","1,434,461.30","42,723.90","12,991.20","1,420.50"
9/17/2013,"1,312.30",982.6,"130,201.50",824.8,"1,351.40","1,215.80","82,803.00","8,032.90","2,630.40","4,921.50","14,644,710.00","4,819.90","41,612.80","27,701,597.50","9,047.60","1,420,366.30","42,267.60","12,866.60","1,402.90"
9/18/2013,"1,301.00",974,"128,786.00",814.8,"1,341.10","1,202.80","82,808.70","7,963.70","2,598.80","4,879.10","14,451,508.00","4,778.60","41,180.60","27,468,013.00","8,969.00","1,404,767.80","41,982.40","12,762.30","1,389.20"
9/19/2013,"1,365.50","1,010.40","135,785.30",851.7,"1,399.20","1,244.80","85,152.60","8,356.30","2,681.70","5,120.90","14,849,812.50","5,015.50","42,408.30","28,825,705.00","9,412.30","1,467,366.30","43,245.80","13,237.60","1,446.00"
9/20/2013,"1,349.30",997.5,"134,115.50",842.5,"1,388.40","1,228.00","84,665.40","8,256.30","2,665.60","5,060.10","15,021,200.30","4,955.80","41,930.60","28,448,936.30","9,298.00","1,454,329.60","42,926.10","13,321.70","1,434.50"
9/23/2013,"1,323.00",978.9,"130,752.10",823.7,"1,359.70","1,203.90","82,819.80","8,094.00","2,626.00","4,961.50","14,777,910.00","4,859.40","41,277.60","27,912,654.00","9,118.80","1,421,034.30","42,059.50","13,009.20","1,399.90"
9/24/2013,"1,314.30",974,"129,926.80",821.1,"1,353.20","1,198.10","82,482.30","8,044.70","2,621.70","4,928.70","14,785,312.50","4,827.20","41,109.70","27,743,817.50","9,059.10","1,412,529.60","41,879.00","12,934.30","1,398.10"
9/25/2013,"1,322.80",977.8,"130,462.80",822.7,"1,362.70","1,202.50","82,330.60","8,095.80","2,655.00","4,960.70","14,821,413.80","4,858.50","41,333.30","27,923,252.50","9,119.40","1,421,599.10","42,399.20","13,179.00","1,410.60"
9/26/2013,"1,333.00",989.4,"132,033.70",832.3,"1,375.70","1,215.20","82,272.10","8,159.60","2,692.10","4,999.20","14,996,250.00","4,896.10","41,546.90","28,119,635.00","9,188.60","1,435,521.00","43,077.80","13,332.40","1,426.30"
9/27/2013,"1,341.00",991.6,"131,914.20",831.7,"1,382.00","1,214.70","84,350.20","8,203.70","2,726.00","5,029.20","15,166,710.00","4,925.50","41,957.20","28,320,579.00","9,241.60","1,441,414.10","43,349.30","13,510.80","1,439.60"
9/30/2013,"1,326.50",980.3,"130,275.60",819.7,"1,365.80","1,199.70","83,112.50","8,120.00","2,680.70","4,974.60","15,254,750.00","4,872.20","41,449.20","28,014,353.50","9,143.30","1,426,491.60","42,961.60","13,325.80","1,420.70"
10/1/2013,"1,290.80",954.3,"126,545.10",796.7,"1,333.60","1,170.10","80,751.90","7,898.90","2,588.70","4,840.60","14,637,105.00","4,741.10","40,293.30","27,247,732.50","8,897.10","1,385,452.30","41,592.90","13,053.70","1,374.00"
10/2/2013,"1,306.30",961.7,"127,294.10",805.3,"1,349.50","1,179.00","81,760.20","7,999.20","2,611.30","4,898.80","14,760,625.00","4,797.90","40,866.00","27,555,343.80","9,006.30","1,401,815.30","42,069.70","13,129.60","1,393.90"
10/3/2013,"1,316.00",965.9,"127,967.80",814,"1,358.40","1,183.60","81,613.70","8,058.00","2,636.50","4,935.40","14,881,328.00","4,833.70","41,148.70","27,772,864.00","9,070.50","1,411,396.80","42,352.60","13,216.50","1,401.00"
10/4/2013,"1,309.80",966.5,"127,517.30",816.8,"1,350.10","1,188.20","80,401.00","8,017.20","2,605.10","4,912.00","14,690,156.00","4,810.70","40,989.90","27,639,654.30","9,018.60","1,402,860.10","42,145.50","13,075.00","1,388.50"
10/7/2013,"1,323.50",975,"128,247.20",822.3,"1,364.90","1,196.20","81,594.40","8,100.20","2,637.70","4,963.50","14,829,817.50","4,861.40","41,532.80","27,939,085.00","9,118.10","1,418,778.80","42,679.30","13,211.80","1,402.20"
10/8/2013,"1,329.50",979.5,"128,868.40",826.9,"1,375.20","1,202.40","82,129.90","8,140.00","2,642.90","4,986.00","14,838,549.50","4,883.30","41,714.40","28,059,097.50","9,163.20","1,429,199.20","43,069.20","13,292.50","1,409.40"
10/9/2013,"1,304.00",965.1,"126,827.00",817.8,"1,355.30","1,186.80","80,723.20","7,980.70","2,591.20","4,890.50","14,546,120.00","4,789.50","41,008.20","27,514,400.00","8,986.10","1,403,038.80","42,220.50","13,062.20","1,383.90"
10/10/2013,"1,298.50",960.3,"127,395.80",813.5,"1,348.10","1,183.60","79,298.80","7,941.40","2,565.20","4,870.00","14,402,962.00","4,769.50","40,714.50","27,382,768.00","8,951.20","1,390,927.20","41,817.90","12,870.60","1,372.60"
10/11/2013,"1,265.50",934.7,"124,639.10",794.1,"1,313.30","1,154.30","77,200.90","7,745.10","2,507.60","4,746.10","13,850,897.50","4,648.20","39,602.60","26,681,802.00","8,722.20","1,355,882.00","40,868.10","12,532.80","1,336.60"
10/14/2013,"1,285.50",946.9,"126,377.50",803.7,"1,330.60","1,167.80","78,922.00","7,852.60","2,551.10","4,821.30","14,037,660.00","4,721.60","40,233.60","27,104,767.50","8,861.20","1,377,079.00","41,524.50","12,777.70","1,356.00"
10/15/2013,"1,270.50",941.3,"125,271.30",795.4,"1,317.90","1,162.60","78,475.00","7,753.70","2,519.80","4,764.90","13,895,458.50","4,666.60","39,741.20","26,820,255.00","8,754.40","1,352,828.40","40,977.30","12,611.80","1,334.30"
10/16/2013,"1,273.50",942.6,"125,860.00",799.8,"1,316.90","1,165.50","78,660.30","7,765.30","2,517.30","4,776.40","13,933,363.50","4,677.70","39,799.40","26,881,038.00","8,775.90","1,358,837.20","40,908.00","12,595.80","1,335.50"
10/17/2013,"1,319.30",965.6,"129,167.80",816.3,"1,357.60","1,191.00","80,565.90","8,044.30","2,588.80","4,947.90","14,294,073.80","4,845.60","40,906.00","27,849,367.50","9,090.70","1,401,135.90","42,071.90","12,930.10","1,368.70"
10/18/2013,"1,316.50",961.5,"128,806.40",814.1,"1,354.30","1,187.00","80,504.60","8,023.50","2,591.50","4,937.30","14,315,621.00","4,835.50","40,893.10","27,782,099.50","9,071.90","1,395,516.30","41,898.00","12,853.00","1,361.30"
10/21/2013,"1,317.50",963.4,"129,325.80",815.8,"1,356.60","1,187.90","81,165.30","8,024.40","2,610.40","4,941.30","14,388,417.50","4,839.20","41,030.90","27,812,425.00","9,080.20","1,398,842.50","42,100.70","12,973.80","1,364.20"
10/22/2013,"1,333.00",966.9,"130,700.70",820.8,"1,371.10","1,192.10","81,614.90","8,120.80","2,624.50","4,999.20","14,379,071.00","4,896.10","41,364.30","28,123,634.00","9,207.70","1,409,887.40","42,232.10","12,958.90","1,373.00"
10/23/2013,"1,331.30",965.4,"129,477.40",823,"1,381.30","1,186.80","81,885.20","8,099.70","2,625.20","4,992.90","14,534,587.50","4,889.70","41,511.00","28,102,687.50","9,175.50","1,408,768.70","42,258.30","13,006.10","1,382.50"
10/24/2013,"1,344.80",974.2,"130,924.90",830.3,"1,401.80","1,199.80","82,655.10","8,180.30","2,660.50","5,043.40","14,577,090.00","4,939.30","41,897.00","28,367,501.30","9,267.30","1,428,501.00","42,651.20","13,121.90","1,398.60"
10/25/2013,"1,347.80",977,"131,365.20",833.8,"1,408.30","1,204.40","82,852.00","8,200.80","2,673.10","5,054.30","14,842,770.80","4,950.30","41,834.20","28,417,308.80","9,288.00","1,432,456.10","42,872.60","13,209.80","1,407.10"
10/28/2013,"1,361.00",986.9,"132,956.10",842.9,"1,421.70","1,218.50","83,719.90","8,282.50","2,699.70","5,104.60","15,043,133.00","4,999.00","42,279.50","28,710,295.00","9,379.10","1,444,742.30","43,440.40","13,392.20","1,422.30"
10/29/2013,"1,349.30",981.6,"132,482.90",841.9,"1,412.70","1,213.30","82,957.70","8,217.50","2,686.40","5,060.20","14,963,182.50","4,955.80","41,907.70","28,448,936.30","9,300.50","1,433,645.60","43,292.70","13,341.70","1,423.60"
10/30/2013,"1,354.80",983.8,"132,928.10",843.2,"1,416.70","1,213.50","83,019.10","8,252.70","2,688.60","5,081.30","15,139,331.30","4,976.00","42,107.00","28,598,772.50","9,336.80","1,434,165.40","43,238.20","13,369.80","1,425.80"
10/31/2013,"1,324.00",973.6,"130,162.40",824.9,"1,380.80","1,197.80","81,875.50","8,070.00","2,640.10","4,965.50","14,934,720.00","4,863.20","41,266.40","27,933,752.00","9,120.00","1,410,920.60","42,460.40","13,281.40","1,399.10"
11/1/2013,"1,306.80",968.3,"129,080.80",820.8,"1,364.00","1,191.90","81,299.50","7,968.70","2,636.00","4,901.00","14,809,397.80","4,799.70","40,809.80","27,585,492.50","9,001.20","1,389,375.80","42,366.50","13,321.80","1,385.30"
11/4/2013,"1,320.50",977.4,"130,267.30",827.9,"1,376.50","1,202.30","82,154.90","8,057.60","2,661.60","4,952.10","14,981,072.50","4,850.20","41,307.90","27,859,909.00","9,100.10","1,402,938.80","42,739.20","13,373.60","1,388.80"
11/5/2013,"1,307.30",970.6,"128,868.70",815.3,"1,366.90","1,193.50","81,324.00","7,970.30","2,655.80","4,902.70","14,830,751.30","4,801.50","40,897.30","27,596,047.50","9,007.90","1,390,051.20","42,553.60","13,353.60","1,378.40"
11/6/2013,"1,319.00",975.2,"130,119.40",819.9,"1,374.90","1,201.70","82,443.20","8,033.00","2,687.70","4,946.80","15,066,937.00","4,844.70","41,210.80","27,816,391.00","9,088.60","1,398,417.00","42,703.30","13,524.50","1,385.10"
11/7/2013,"1,307.30",975.2,"128,777.20",813,"1,366.10","1,198.80","82,056.10","7,961.30","2,653.50","4,903.00","14,897,421.00","4,801.50","40,977.10","27,596,047.50","9,007.70","1,390,286.50","42,379.70","13,453.70","1,381.30"
11/8/2013,"1,285.50",961.7,"127,225.90",803.3,"1,348.50","1,184.60","81,438.40","7,828.10","2,617.70","4,821.10","14,676,553.50","4,721.60","40,448.30","27,121,479.00","8,855.30","1,371,615.70","41,955.50","13,283.10","1,369.00"
11/11/2013,"1,282.50",956.9,"127,275.30",802.7,"1,343.90","1,180.00","81,458.00","7,812.60","2,622.60","4,810.10","14,825,700.00","4,710.60","40,591.10","27,046,642.50","8,837.60","1,375,558.20","42,095.10","13,308.90","1,372.40"
11/12/2013,"1,281.30",953.2,"127,522.80",805.1,"1,343.70","1,175.00","82,042.90","7,803.80","2,633.60","4,805.20","14,879,156.30","4,706.00","40,523.40","27,031,812.50","8,829.50","1,375,140.00","42,150.70","13,310.50","1,378.40"
11/13/2013,"1,272.50",945.8,"126,435.60",794.1,"1,330.80","1,165.20","80,534.60","7,751.80","2,607.60","4,772.50","14,557,400.00","4,673.90","40,128.30","26,862,475.00","8,767.10","1,363,114.70","41,722.70","13,139.60","1,364.00"
11/14/2013,"1,286.00",954.6,"128,497.10",800.2,"1,347.00","1,176.70","81,093.20","7,833.80","2,619.10","4,822.90","14,634,680.00","4,723.50","40,582.30","27,147,460.00","8,862.10","1,374,348.20","41,969.30","13,133.50","1,378.90"
11/15/2013,"1,287.30",954.9,"129,072.60",799.4,"1,345.70","1,178.40","81,166.70","7,843.00","2,614.20","4,827.80","14,924,376.50","4,728.10","40,665.50","27,146,815.30","8,864.90","1,367,999.20","41,945.60","13,097.00","1,375.30"
11/18/2013,"1,283.50",950.2,"128,491.20",797.1,"1,338.80","1,171.80","79,707.30","7,820.40","2,593.60","4,813.80","14,592,111.50","4,714.30","40,552.20","27,075,432.50","8,842.30","1,356,146.10","41,788.80","12,998.00","1,366.90"
11/19/2013,"1,275.80",942.5,"127,702.60",791.3,"1,336.60","1,162.30","79,448.60","7,774.00","2,564.30","4,784.70","14,543,550.00","4,685.80","40,343.00","26,915,773.50","8,785.10","1,345,533.50","41,738.80","12,996.20","1,353.70"
11/20/2013,"1,257.00",935.3,"125,850.80",779.2,"1,313.70","1,152.70","78,380.90","7,658.20","2,523.80","4,714.30","14,441,673.00","4,617.00","39,831.80","26,513,901.00","8,657.30","1,328,623.90","41,378.10","12,721.70","1,342.00"
11/21/2013,"1,240.00",921.3,"125,264.80",767.3,"1,303.90","1,135.00","78,107.60","7,555.10","2,501.70","4,650.60","14,514,200.00","4,554.50","39,461.80","26,151,600.00","8,546.00","1,317,128.00","40,979.20","12,591.70","1,342.10"
11/22/2013,"1,246.30",920.5,"126,245.10",769,"1,313.60","1,131.50","78,077.60","7,593.50","2,500.10","4,674.20","14,324,397.50","4,577.50","39,635.70","26,293,382.50","8,586.40","1,322,956.70","40,836.40","12,563.70","1,362.20"
11/25/2013,"1,243.00",919.8,"126,375.80",769.8,"1,312.10","1,133.90","77,408.50","7,572.40","2,490.20","4,661.80","14,602,764.00","4,565.50","39,814.50","26,239,730.00","8,561.50","1,318,164.20","40,949.00","12,530.40","1,357.10"
11/26/2013,"1,247.50",920.2,"126,334.30",770.5,"1,316.40","1,132.50","77,887.70","7,599.00","2,510.50","4,678.60","14,711,767.50","4,582.10","40,004.80","26,319,755.00","8,586.70","1,323,036.10","41,113.60","12,641.80","1,368.50"
11/27/2013,"1,245.00",917.5,"127,127.00",765.1,"1,319.10","1,130.60","77,807.50","7,583.70","2,517.50","4,669.40","14,813,010.00","4,572.80","40,023.00","26,276,970.00","8,573.90","1,324,007.70","41,336.20","12,732.00","1,372.40"
11/28/2013,"1,245.50",916.1,"127,414.70",762.6,"1,317.50","1,128.70","77,620.20","7,588.20","2,508.30","4,671.10","14,704,373.00","4,574.70","39,968.10","26,292,505.00","8,575.80","1,322,509.30","41,304.30","12,702.20","1,368.50"
11/29/2013,"1,253.00",922.3,"128,382.40",765.8,"1,331.40","1,136.00","78,109.50","7,634.50","2,532.90","4,699.40","14,760,340.00","4,602.30","40,161.20","26,435,794.00","8,625.90","1,325,623.90","41,533.70","12,766.90","1,377.10"
12/2/2013,"1,229.50",907.3,"126,700.00",751.7,"1,307.00","1,116.10","76,677.80","7,490.40","2,507.00","4,611.40","14,471,215.00","4,516.00","39,578.80","25,933,843.50","8,466.20","1,301,511.80","40,866.10","12,620.10","1,350.70"
12/3/2013,"1,217.30",895,"124,609.90",741.9,"1,297.80","1,099.90","76,016.10","7,415.00","2,490.30","4,565.30","14,312,425.50","4,471.00","39,177.20","25,690,061.30","8,381.40","1,291,380.50","40,504.00","12,614.60","1,334.40"
12/4/2013,"1,227.50",903,"125,315.50",749,"1,312.30","1,107.60","75,835.60","7,476.00","2,513.20","4,604.00","14,669,852.50","4,508.60","39,558.60","25,912,525.00","8,454.70","1,303,187.70","40,714.80","12,834.00","1,360.90"
12/5/2013,"1,222.50",894.6,"124,389.40",748.6,"1,301.10","1,096.70","75,230.80","7,447.20","2,490.60","4,585.10","14,625,990.00","4,490.20","39,354.70","25,813,087.50","8,421.00","1,294,260.80","40,335.50","12,777.50","1,348.30"
12/6/2013,"1,233.00",900.3,"126,826.40",754.5,"1,313.30","1,101.10","75,454.70","7,500.50","2,495.40","4,624.50","14,550,633.00","4,528.80","39,743.30","26,038,494.00","8,493.00","1,303,404.30","40,329.50","12,738.00","1,354.80"
12/9/2013,"1,237.00",901.4,"127,720.30",754,"1,315.90","1,102.70","75,331.40","7,512.70","2,516.30","4,639.60","14,647,317.00","4,543.50","39,765.80","26,094,515.00","8,520.70","1,300,087.00","40,521.90","12,849.50","1,360.20"
12/10/2013,"1,266.30",919.6,"130,183.20",770.5,"1,344.10","1,123.20","77,317.20","7,686.90","2,566.10","4,749.20","15,025,322.50","4,650.90","40,617.50","26,724,206.30","8,721.90","1,329,689.10","41,413.10","13,100.20","1,382.50"
12/11/2013,"1,260.80",913.4,"129,126.00",769.1,"1,336.50","1,115.90","77,509.00","7,655.40","2,573.60","4,728.60","15,077,309.30","4,630.90","40,441.10","26,601,825.00","8,684.60","1,326,334.20","41,303.40","13,087.90","1,391.10"
12/12/2013,"1,225.30",891.2,"126,335.50",750,"1,302.90","1,090.80","76,186.70","7,442.40","2,506.30","4,595.60","14,759,361.50","4,500.30","39,358.70","25,840,522.50","8,436.60","1,288,472.90","40,178.40","12,778.10","1,371.90"
12/13/2013,"1,232.00",898.1,"127,204.00",756.2,"1,306.70","1,097.10","76,598.40","7,480.60","2,513.30","4,620.90","14,763,056.00","4,525.10","39,468.40","25,991,504.00","8,486.30","1,298,909.90","40,497.10","12,730.10","1,375.50"
12/16/2013,"1,234.80",898.3,"127,166.90",757.4,"1,306.70","1,096.80","76,290.90","7,496.90","2,503.00","4,631.10","14,814,530.50","4,535.40","39,528.10","26,071,746.30","8,502.40","1,300,055.90","40,620.90","12,694.70","1,378.70"
12/17/2013,"1,231.80",895.4,"126,500.70",757.5,"1,307.10","1,092.20","75,991.00","7,478.20","2,508.80","4,619.80","14,751,438.00","4,524.20","39,562.60","25,996,083.80","8,480.20","1,298,584.80","40,578.50","12,743.60","1,384.10"
12/18/2013,"1,230.50",894.5,"126,938.40",751,"1,310.00","1,093.40","76,358.70","7,471.40","2,523.50","4,615.10","14,837,369.00","4,519.60","39,727.90","25,967,241.50","8,489.10","1,295,101.30","40,443.30","12,739.20","1,385.40"
12/19/2013,"1,196.00",875.2,"124,527.50",730.3,"1,276.00","1,071.90","74,677.00","7,262.80","2,481.30","4,485.60","14,597,180.00","4,392.90","38,854.50","25,239,188.00","8,262.50","1,269,195.20","39,432.10","12,411.60","1,349.40"
12/20/2013,"1,195.30",873.9,"124,353.80",730.8,"1,274.60","1,070.70","74,038.00","7,252.70","2,495.30","4,482.70","14,511,530.30","4,390.20","38,969.90","25,219,775.00","8,257.90","1,269,236.00","39,420.50","12,355.90","1,339.50"
12/23/2013,"1,199.00",875.3,"124,732.00",732.8,"1,272.50","1,072.30","74,062.20","7,278.70","2,513.20","4,496.90","14,571,447.00","4,404.10","39,203.70","25,306,094.00","8,296.70","1,272,642.60","39,153.40","12,380.40","1,341.30"
12/24/2013,"1,199.00",875.3,"124,732.00",732.8,"1,272.50","1,072.30","74,062.20","7,278.70","2,513.20","4,496.90","14,571,447.00","4,404.10","39,203.70","25,306,094.00","8,296.70","1,272,642.60","39,153.40","12,380.40","1,341.30"
12/25/2013,"1,199.00",875.3,"124,732.00",732.8,"1,272.50","1,072.30","74,062.20","7,278.70","2,513.20","4,496.90","14,571,447.00","4,404.10","39,203.70","25,306,094.00","8,296.70","1,272,642.60","39,153.40","12,380.40","1,341.30"
12/26/2013,"1,199.00",875.3,"124,732.00",732.8,"1,272.50","1,072.30","74,062.20","7,278.70","2,513.20","4,496.90","14,571,447.00","4,404.10","39,203.70","25,306,094.00","8,296.70","1,272,642.60","39,153.40","12,380.40","1,341.30"
12/27/2013,"1,214.50",882.1,"127,607.50",736.6,"1,298.40","1,079.70","75,279.60","7,369.20","2,615.40","4,555.20","14,778,036.00","4,460.90","39,914.50","25,612,590.50","8,427.80","1,281,054.60","39,572.10","12,801.30","1,366.90"
12/30/2013,"1,204.50",872.8,"126,568.90",729.4,"1,282.70","1,069.00","74,461.60","7,302.40","2,555.00","4,517.60","14,725,012.50","4,424.10","39,542.50","25,418,563.50","8,359.60","1,270,747.50","39,741.20","12,565.70","1,350.60"
12/31/2013,"1,204.50",872.8,"126,568.90",729.4,"1,282.70","1,069.00","74,461.60","7,302.40","2,555.00","4,517.60","14,725,012.50","4,424.10","39,542.50","25,418,563.50","8,359.60","1,270,747.50","39,741.20","12,565.70","1,350.60"
1/1/2014,"1,204.50",872.8,"126,568.90",729.4,"1,282.70","1,069.00","74,461.60","7,302.40","2,555.00","4,517.60","14,725,012.50","4,424.10","39,542.50","25,418,563.50","8,359.60","1,270,747.50","39,741.20","12,565.70","1,350.60"
1/2/2014,"1,225.00",895.8,"128,441.30",745,"1,303.40","1,101.80","76,335.90","7,411.30","2,659.70","4,594.60","14,896,000.00","4,499.40","40,404.20","25,826,675.00","8,520.40","1,288,712.30","40,546.30","13,093.30","1,373.90"
1/3/2014,"1,234.50",907.4,"128,992.90",751.5,"1,309.80","1,116.50","76,810.60","7,470.10","2,689.20","4,630.20","14,944,857.00","4,534.30","40,736.00","26,039,308.50","8,590.00","1,302,595.00","40,980.10","13,147.60","1,374.60"
1/6/2014,"1,246.30",913.7,"129,659.90",759.3,"1,327.10","1,125.40","77,697.50","7,545.90","2,711.30","4,674.10","15,239,145.00","4,577.50","41,201.00","26,289,643.80","8,674.30","1,328,116.20","41,427.80","13,260.40","1,389.70"
1/7/2014,"1,227.50",900.7,"128,261.50",747.4,"1,319.70","1,114.20","76,305.10","7,428.50","2,660.20","4,603.70","14,834,337.50","4,508.60","40,618.00","25,889,202.50","8,542.20","1,312,651.70","40,652.40","13,054.20","1,375.70"
1/8/2014,"1,221.00",899.8,"128,119.50",742.5,"1,319.50","1,112.70","75,866.80","7,389.00","2,665.00","4,579.50","14,725,260.00","4,484.70","40,373.60","25,748,448.00","8,492.20","1,304,614.10","40,542.50","13,143.00","1,371.10"
1/9/2014,"1,226.00",902.6,"128,448.00",744.9,"1,330.10","1,114.70","76,085.60","7,423.80","2,674.60","4,598.10","14,780,656.00","4,503.10","40,482.50","25,844,080.00","8,538.80","1,303,667.10","40,737.30","13,234.40","1,378.30"
1/10/2014,"1,244.30",910.7,"129,464.20",755.4,"1,355.40","1,123.20","76,526.40","7,528.50","2,695.20","4,666.60","14,804,086.50","4,570.10","41,062.70","26,238,744.00","8,663.60","1,319,141.40","41,099.30","13,274.50","1,383.70"
1/13/2014,"1,248.00",914,"128,731.20",762.4,"1,355.80","1,125.20","76,702.70","7,541.50","2,724.60","4,681.30","14,758,848.00","4,583.90","41,167.80","26,289,120.00","8,677.80","1,321,744.30","41,544.40","13,499.40","1,377.90"
1/14/2014,"1,251.50",914.6,"130,105.90",760.8,"1,368.40","1,128.00","76,948.50","7,560.20","2,736.40","4,694.00","14,792,730.00","4,596.80","40,996.60","26,389,129.00","8,713.70","1,327,653.80","41,695.40","13,523.50","1,394.90"
1/15/2014,"1,236.00",909.2,"129,285.60",755.6,"1,351.40","1,123.50","76,119.10","7,470.30","2,703.10","4,635.70","14,940,768.00","4,539.80","40,607.50","26,058,588.00","8,604.30","1,314,708.50","41,277.20","13,421.50","1,386.60"
1/16/2014,"1,241.50",913.3,"129,612.60",759.6,"1,356.20","1,125.40","76,339.20","7,518.30","2,741.60","4,656.30","15,044,497.00","4,560.00","40,705.10","26,180,752.00","8,643.20","1,320,235.90","41,500.60","13,557.20","1,409.20"
1/17/2014,"1,250.00",923.7,"130,387.50",761.7,"1,370.60","1,139.00","77,063.10","7,562.40","2,785.40","4,688.30","15,112,500.00","4,591.30","41,043.80","26,343,750.00","8,700.30","1,328,087.50","41,998.90","13,546.30","1,425.50"
